1459955788,0,0
1459955789,23649.606782465,15.235297767
1459955790,23649.606782465,15.235297767
1459955791,65875.87301945,27.124908156
1459955792,67912.376581376,28.65104622
1459955793,70100.588761062,31.68784503
1459955794,71953.205377968,33.572191081
1459955795,73215.137018936,35.548744174
1459955796,74077.330625532,37.53736233
1459955797,75995.466124514,40.316202182
1459955798,77966.767134846,42.459963472
1459955799,79471.636890462,44.411541623
1459955800,84406.583774645,48.560136991
1459955801,94256.45264266,68.433845055
1459955802,103740.21021148,72.895994935
1459955803,105130.910568094,75.374248814
1459955804,118504.625800581,89.352601379
1459955805,128209.828788222,98.317439427
1459955806,134904.375370193,103.690804409
1459955807,143391.29937246,108.892155431
1459955808,145215.927484644,111.63512666
1459955809,147101.404482382,114.517952499
1459955810,183162.863065487,119.558188932
1459955811,709150.721903964,241.763525416
1459955812,787606.232983583,254.873540659
1459955813,789979.916714485,257.86726047
1459955814,794141.247329093,259.672100946
1459955815,824892.606067825,270.895663248
1459955816,827646.360663292,275.472589263
1459955817,828605.874723043,276.606908141
1459955818,831656.828846093,281.372657299
1459955819,844891.865759255,301.407341335
1459955820,851810.408971806,307.97596342
1459955821,858961.712177541,310.834909153
1459955822,908429.416887538,316.699760385
1459955823,913848.913463746,318.671394492
1459955824,958569.509759734,340.210843363
1459955825,1138699.89469882,390.754985113
1459955826,1144996.1885178,398.903565831
1459955827,1151233.13130487,408.710299387
1459955828,4135453.4875191,1156.873035451
1459955829,4136137.88101804,1158.251885509
1459955830,4281757.8755001,1179.480608653
1459955831,4352513.95982908,1210.434484136
1459955832,4384635.14246395,1263.291294162
1459955833,4400916.39596475,1288.849092518
1459955834,4407489.8236028,1296.78880034
1459955835,4469973.35202792,1339.962958537
1459955836,4515948.58034033,1393.841262377
1459955837,4523382.24180417,1404.5036636
1459955838,4538585.11783954,1422.860691434
1459955839,4715495.26435855,1480.107761611
1459955840,4725570.11342905,1488.772463477
1459955841,4767382.48785082,1518.5670213
1459955842,4808601.78894478,1547.1056958
1459955843,4813421.14079817,1554.99975821
1459955844,5069074.25122039,1941.366611099
1459955845,5076483.92135462,1952.892241275
1459955846,6430069.85829898,2269.12381105
1459955847,6510400.3873254,2308.51426165
1459955848,6948070.35517241,2371.557793428
1459955849,6973102.52167149,2399.68951672
1459955850,68375341.1978437,7676.882650573
1459955851,68422302.2883625,7705.514669094
1459955852,68661260.9494447,7774.14465162
1459955853,68676754.7370084,7792.395784101
1459955854,68728860.3981261,7817.587746524
1459955855,68744815.871535,7855.17056729
1459955856,68784195.4822043,7873.109525302
1459955857,68787350.9231736,7877.387929473
1459955858,68799396.1081035,7880.878645832
1459955859,68806530.4497855,7890.468007382
1459955860,68826051.4077566,7902.205099356
1459955861,68882406.5543655,7920.516668283
1459955862,68925852.98705,7975.525997493
1459955863,68967437.7874109,7999.146754477
1459955864,69841512.8017159,8199.889260223
1459955865,69844084.5539384,8202.900015834
1459955866,70491693.4730362,8303.651189168
1459955867,70553062.4294464,8379.637021082
1459955868,71440509.8544383,8465.49850487
1459955869,72477272.5076777,8574.84632765
